,transDate,creditCardNum,business,category,amount,firstName,lastName,gender,street,city,state,zip,latitude,longitude,cityPop,job,dateOfBirth,transNum,unixTime,merchLatitude,merchLongitude,isFraud
20,2020-08-16 18:14,4378990000000000,"fraud_Runolfsdottir, Mueller and Hand",entertainment,50.33,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,1999-10-25,da2df09f35dd59cbf3d370a421996edb,1376676858,44.580856,-70.389069,False
21,2020-12-08 23:58,213181000000000,fraud_Boyer-Reichert,shopping_net,871.77,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,444f7343ba4f2fcf6e6d828012d2f90d,1386547123,40.237194,-123.676706,True
22,2020-09-04 22:35,3595190000000000,"fraud_Brown, Homenick and Lesch",health_fitness,225.72,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,fc1b3746778df62dfa477b495701fda0,1378334132,34.421629,-79.479487,False
23,2020-12-10 02:12,4560400000000000000,fraud_Harber Inc,gas_transport,10.97,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,29b86851da4ca18ad6eb6a21cb194175,1386641564,39.217949,-122.002342,True
24,2020-12-21 18:35,30026800000000,fraud_Kihn-Fritsch,food_dining,62.07,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,d44536457995fc05a2e8ece4519ea58b,1387650923,33.613037,-91.379933,False
25,2020-08-17 18:00,6534630000000000,fraud_Abbott-Rogahn,entertainment,48.14,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,406fd7be0189e2fc6ef68c120743048c,1376762406,44.820222,-72.508837,False
26,2020-09-05 20:44,2242540000000000,fraud_Frami Group,entertainment,83.44,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,b1f30fad1f32df019bfe1e7a63890ec4,1378413888,39.126405,-85.943656,False
27,2020-12-18 06:00,30103100000000,fraud_Schamberger-O'Keefe,grocery_pos,211.12,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,abe9b8ee96347a3a4f3f3be8d38a935d,1387346419,40.526762,-78.725631,False
28,2020-09-01 18:48,180053000000000,"fraud_Little, Gutmann and Lynch",shopping_net,970.72,Evan,Santiago,M,9652 Ford Ford Apt. 566,Arlington,VA,22204,38.859,-77.0997,207410,Historic buildings inspector/conservation officer,1968-11-14,a3a2b2997f0b20138e5221e7f64b8e0e,1378061337,39.392155,-76.610457,True
29,2020-12-21 23:18,6011400000000000,fraud_Torphy-Goyette,shopping_pos,1.63,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,b3256954d99ff9bfbef4e1c0eacf4e95,1387667924,42.755431,-72.425431,False
30,2020-08-19 23:28,4981130000000,fraud_Bashirian Group,shopping_net,1057.1,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,fe13aaf1bbd0f5196cab3e6ed7ce3b8a,1376954891,39.962352,-81.730173,True
31,2020-09-16 15:32,3530500000000000,fraud_Lebsack and Sons,misc_net,854.39,David,Nichols,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1963-06-04,a604047091aba23cfad6922ed9aa470c,1379345574,33.708272,-118.106389,True
32,2020-07-20 03:05,375534000000000,fraud_Rutherford-Mertz,grocery_pos,302.77,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,513024545e4bdd5e21a7f3baa7a9979b,1374289518,39.208633,-79.91475,True
33,2020-08-22 22:05,4158950000000000,"fraud_Reinger, Weissnat and Strosin",food_dining,19.43,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,4d9f29b919001978128f56adbf2bdd51,1377209128,40.938139,-80.288208,False
34,2020-09-22 13:21,345934000000000,fraud_Jakubowski Group,food_dining,4.93,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,869b798f59991527ca62293031977b7a,1379856100,39.025409,-75.441067,False
35,2020-12-02 00:01,3561960000000000,fraud_Metz-Boehm,shopping_pos,141.92,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,1984-03-03,985a28f8abcd90ffc33db4117413d349,1385942495,41.538372,-72.420534,False
36,2020-09-09 05:07,4003990000000000,"fraud_Stroman, Hudson and Erdman",gas_transport,73.72,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,61d8bc07471f1da48b8ec0a74f1b19f3,1378703256,33.594406,-86.284291,False
37,2020-08-17 15:23,6011110000000000,fraud_Bode-Schuster,kids_pets,14.08,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,bcef2bd59e6a508d050c85d8519bb595,1376753028,35.101075,-78.319043,False
38,2020-08-06 23:53,348254000000000,"fraud_Schultz, Simonis and Little",grocery_pos,332.71,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,f5fca8b13dc8428bcd373c7561ab837a,1375833234,31.315238,-88.522865,True
39,2020-12-29 19:26,345060000000000,fraud_Larson-Moen,entertainment,67.82,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,63a699294c8bfbca97f396aa2da8155a,1388345163,43.326717,-71.950421,False
40,2020-12-22 08:39,2712210000000000,fraud_Erdman-Kertzmann,gas_transport,76.2,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,5188b0f4ae314aab864cc6c09c70b9c8,1387701560,30.953392,-91.7769,False
41,2020-08-14 13:08,3567530000000000,fraud_Gerhold LLC,home,99.31,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,e57f3f1dd78a2ea6835bb23cc532e00a,1376485722,30.85553,-101.807219,False
42,2020-08-26 23:40,3563840000000000,fraud_Auer-West,shopping_net,998.47,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,1aed8da29d71d59a40b9ba206b8593d2,1377560450,45.06605,-122.814893,True
43,2020-12-15 21:37,6011490000000000,fraud_Schumm PLC,shopping_net,1065.89,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,64d951d57294b97baf576ba8f08b71a2,1387143457,32.83108,-93.199649,True
44,2020-09-13 23:02,3527540000000000,fraud_Heller PLC,health_fitness,23.18,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,5f123fec322d9c9aafaaa0a8c63190df,1379113356,33.723364,-81.964046,False
45,2020-09-23 23:17,30270400000000,fraud_Langworth LLC,personal_care,18.68,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,79f3b6ad221dbdad992b987f9f084dd5,1379978277,40.551606,-91.420352,False
46,2020-07-31 22:46,676174000000,"fraud_Swaniawski, Lowe and Robel",shopping_pos,914.18,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,0c8fce5ddff735d279d73f1b9ea44cf6,1375310803,33.324396,-117.548984,True
47,2020-09-16 12:54,4173950000000000,"fraud_Parker, Nolan and Trantow",entertainment,14.96,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,35261df3878010d2e9679e037a31e54a,1379336086,40.481778,-74.778892,False
48,2020-12-29 06:26,4423490000000000,fraud_Kutch LLC,gas_transport,44.02,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,43358c07a72ca7a900c7e50a563cf755,1388298406,41.106061,-90.80633,False
49,2020-08-26 02:10,4512830000000000000,fraud_Schumm PLC,shopping_net,834.55,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,035a6b81ecab0b0f6e9ae7d9717cea3b,1377483044,38.907559,-79.095668,True
50,2020-09-24 07:04,4727240000000000,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,63.93,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,aa19d3eeb2be4f520a6bd1c41574f41c,1380006270,31.539872,-88.274378,False
51,2020-12-07 22:40,3500970000000000,fraud_Hirthe-Beier,health_fitness,81.78,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,d0145abf732fc01c341bec098704ed67,1386456011,47.3349,-117.828833,False
52,2020-12-19 11:47,502038000000,fraud_Heidenreich PLC,grocery_pos,105.95,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,9e2e4542478cb47408389a270d304233,1387453656,36.273408,-93.25082,False
53,2020-07-31 23:08,676174000000,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,955.39,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,d6944ae29679ff13585427fceed534db,1375312081,33.055071,-117.521416,True
54,2020-09-26 11:55,4646850000000000000,"fraud_Jenkins, Hauck and Friesen",gas_transport,9.54,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,5b2d847161e767ff46f7c1ffc4821dc5,1380196516,41.252963,-73.819864,False
55,2020-09-26 17:17,4328930000000000,fraud_Eichmann-Kilback,home,176.9,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,a8e17ef450aeedbde581d4d3be11de99,1380215820,42.199559,-88.925227,False
56,2020-12-21 09:40,30026800000000,"fraud_Kohler, Lindgren and Koelpin",grocery_net,47.54,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,1a05a064d59db14b844686385d8e9b1e,1387618834,33.405771,-90.4304,False
57,2020-08-25 06:00,2233880000000000,fraud_Huel Ltd,misc_net,2.3,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960-01-16,99f2d7cf6d47db1ee9499014ad733722,1377410441,32.710632,-89.762246,False
58,2020-09-11 11:38,38052000000000,fraud_Friesen-D'Amore,gas_transport,57.88,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,fc7d047dc557ac4a87ed03708ad782c5,1378899482,31.229612,-95.765295,False
59,2020-12-13 11:47,180046000000000,"fraud_Hoppe, Harris and Bednar",entertainment,15.32,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,47b350b25f705493b8da05883b9f9204,1386935246,45.17191,-121.934983,False
60,2020-12-19 05:54,4538570000000,fraud_Pfeffer and Sons,shopping_pos,8.25,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,62bc083b41b0aaf59204895bdc9519c2,1387432496,40.046787,-73.622425,False
61,2020-08-21 19:22,4755700000000,fraud_Simonis-Prohaska,misc_pos,1.42,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,c7a9ed6d106b80a45e664a4ddf8f3c73,1377112948,31.994712,-96.07637,False
62,2020-12-04 20:15,3541160000000000,fraud_Lynch Ltd,shopping_pos,90.6,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,04409ce7487483bff1fef9657374c6fd,1386188137,39.467108,-89.89062,False
63,2020-08-18 16:57,4584930000000000000,fraud_Dare-Gibson,health_fitness,16.45,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,e516eda661653b5ec9fae4db1b78a4bd,1376845040,32.150086,-96.096077,False
64,2020-09-06 08:27,4904680000000000,fraud_Cummerata-Jones,gas_transport,8.44,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,de684c3b45f4afce430ec3c99b5b13a0,1378456052,41.432986,-73.504197,False
65,2020-09-05 18:31,4635330000000000,fraud_Breitenberg-Hermiston,kids_pets,48.55,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,ae35fd6bf65bc8d5695505e7c34f356f,1378405919,38.246447,-77.944249,False
66,2020-08-13 02:12,3583790000000000,fraud_Lesch Ltd,shopping_pos,811.62,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,319b7ef96e55a442cc5e4fa737675c79,1376359941,34.887259,-99.741643,True
67,2020-12-06 11:20,4149240000000000,fraud_Lynch Ltd,shopping_pos,116.06,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,745ba95bb0e092c6a2f70a31bc37bc89,1386328836,39.690264,-80.414739,False
68,2020-09-05 12:21,2222000000000000,"fraud_Crist, Jakubowski and Littel",home,47.89,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,4d6d5715528783a3ee781f789151d382,1378383697,39.069336,-90.632336,False
69,2020-12-08 16:07,213137000000000,fraud_Haag-Blanda,food_dining,33.88,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,30ade0e2e4b303c658fde64ef8c2df4e,1386518869,33.845369,-112.571977,False
70,2020-12-18 22:08,374125000000000,"fraud_Kihn, Abernathy and Douglas",shopping_net,982.14,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,16ecdcdda5398b023eef4e61db54cc33,1387404488,39.434586,-77.83913,True
71,2020-08-22 11:01,4265780000000000,fraud_O'Keefe-Hudson,grocery_pos,140.15,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,2d5376d4360e4fdaa7c0575b07b5f33d,1377169301,36.182607,-92.051719,False
72,2020-12-16 07:46,4198470000000,"fraud_Goldner, Kovacek and Abbott",grocery_pos,115.36,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,4564d0951090bcf5cd256fc0e1e1ed7f,1387180008,42.102535,-94.978878,False
73,2020-12-17 10:43,5456780000000000,fraud_Hackett-Lueilwitz,grocery_pos,120.58,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,fb588e8ff86b1c64ad4b89e41360d6f0,1387277039,41.06378,-80.468152,False
74,2020-12-23 20:05,3575790000000000,fraud_Kuphal-Toy,food_dining,27.71,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,36eee4f6e52d57b708149d421e14b278,1387829159,38.332497,-93.102651,False
75,2020-12-14 01:58,4423490000000000,fraud_Prohaska-Murray,gas_transport,20.22,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,3a3aa61a4ed599ce8e14219e075ce83c,1386986317,41.64844,-90.637185,True
76,2020-11-30 15:52,4956830000000000000,fraud_Abbott-Rogahn,entertainment,27.5,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,c868c593b577da1a24ea16505cca5fcf,1385826750,40.14868,-74.706689,False
77,2020-08-31 18:32,639024000000,fraud_Morissette-Schaefer,personal_care,69.65,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,21538ee3452c4841ff47153c23ee2e84,1377973977,45.439698,-74.023801,False
78,2020-08-20 19:27,375975000000000,fraud_Brown Inc,kids_pets,24.16,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,605c7d630191f140e69e5ea3bc39cbca,1377026844,42.305035,-72.056275,False
79,2020-12-28 11:02,4128030000000000,"fraud_Rodriguez, Yost and Jenkins",misc_net,13.67,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,1953-10-18,636fa0a3b671d45646d452242df71b38,1388228549,40.431474,-81.97919,False
80,2020-11-30 03:28,571365000000,fraud_DuBuque LLC,grocery_pos,117.9,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,62cd0734fe9f0724d0c7a36c4bc2d88d,1385782103,45.012896,-86.631976,False
81,2020-09-15 05:30,4689150000000000000,fraud_Kiehn-Emmerich,grocery_pos,90.67,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,e0c918a979309126bdf087d5c6760c29,1379223000,40.402588,-96.219895,False
82,2020-12-15 14:48,6011370000000000,fraud_Botsford PLC,home,31.39,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,6bf5bed9759c5c47b6a533993d9cdf97,1387118888,41.1453,-81.318122,False
83,2020-12-08 20:08,372509000000000,fraud_Sporer-Keebler,personal_care,9.27,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,17d2a0051ed365f202c3e278635fe2e1,1386533311,42.694208,-84.020017,False
84,2020-08-18 18:55,2254920000000000,"fraud_Wuckert, Wintheiser and Friesen",home,52.49,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,05bb0fb4704509266de6ec8c2b52eae3,1376852130,37.201919,-75.841085,False
85,2020-08-13 20:20,6011110000000000,fraud_Barton LLC,kids_pets,19.47,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,d2c6635569334ce74a2cab45f950f395,1376425215,34.080545,-77.064992,True
86,2020-12-01 04:15,30026800000000,fraud_Jast Ltd,shopping_net,98.69,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,dc61ad0112ee09973686c8606c73fe32,1385871340,33.620995,-91.965647,False
87,2020-11-30 22:06,676373000000,fraud_Kling-Ernser,entertainment,4.13,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,aa0b69a21c92fba05bf9fb7133a4c291,1385849190,39.804285,-97.9505,False
88,2020-07-03 09:35,3589260000000000,"fraud_Schumm, Bauch and Ondricka",grocery_pos,305.34,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,b56df12b11d11c240c6927ecd3a667c9,1372844153,40.159578,-78.109956,True
89,2020-08-09 23:26,343819000000000,fraud_Stoltenberg-Beatty,shopping_pos,1109.56,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,afe34d8a0768c9e39a03e23d89aa482e,1376090814,41.517289,-94.175861,True
90,2020-12-10 23:57,30328400000000,fraud_Connelly-Carter,home,113.48,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,4252c4a8e96a7fa83506bfc0f31619df,1386719821,39.430024,-93.559656,False
